,offer_accepted,reward,mailer_type,income_level,#_bank_accounts_open,overdraft_protection,credit_rating,#_credit_cards_held,#_homes_owned,household_size,own_your_home,average_balance
11406,No,Points,Letter,Medium,1,No,Low,1,1,4,Yes,800.25
11407,No,Cash Back,Postcard,Medium,2,No,Low,3,1,5,Yes,1326.5
11408,No,Cash Back,Letter,Low,1,No,Low,2,2,2,Yes,281.0
11409,No,Cash Back,Letter,Low,1,Yes,High,1,2,3,Yes,1185.0
11410,No,Air Miles,Postcard,Medium,1,No,Medium,2,0,3,No,994.0
11411,No,Cash Back,Letter,Medium,1,No,Medium,1,1,5,Yes,1155.75
11412,No,Air Miles,Postcard,Medium,1,No,High,2,1,5,Yes,951.5
11413,No,Points,Postcard,Medium,1,No,High,3,0,3,No,199.25
11414,No,Points,Letter,Low,3,No,Medium,2,1,1,Yes,1075.5
11415,No,Points,Postcard,High,1,No,Low,1,2,2,Yes,252.75
11416,No,Cash Back,Postcard,High,1,No,High,2,0,5,No,1191.0
11417,No,Points,Letter,Medium,1,Yes,Medium,2,1,4,Yes,1011.25
11418,No,Cash Back,Letter,Medium,1,No,High,2,0,3,No,1034.5
11419,No,Air Miles,Postcard,Medium,1,No,High,2,1,4,Yes,1217.75
11420,No,Points,Postcard,Medium,1,No,High,1,0,3,No,282.0
11421,No,Cash Back,Letter,High,1,No,Low,2,0,2,No,997.75
11422,No,Points,Postcard,High,1,No,Medium,1,1,4,Yes,931.0
11423,No,Points,Letter,Low,1,Yes,Medium,1,1,3,Yes,1055.5
11424,No,Cash Back,Letter,Low,1,No,High,2,0,5,No,835.5
11425,No,Cash Back,Postcard,Medium,2,No,Medium,2,1,2,Yes,275.0
11426,No,Points,Postcard,High,2,No,Medium,1,0,5,No,219.5
11427,No,Air Miles,Letter,High,1,No,High,2,2,4,Yes,1382.25
11428,No,Cash Back,Postcard,Low,1,No,Low,1,1,3,Yes,932.75
11429,Yes,Air Miles,Letter,Low,1,No,Medium,2,1,5,Yes,1797.0
11430,No,Points,Letter,Medium,1,No,High,1,1,4,Yes,1029.75
11431,No,Points,Postcard,Medium,1,No,High,2,0,4,No,262.0
11432,No,Points,Postcard,Medium,1,No,Medium,1,1,5,Yes,843.0
11433,No,Points,Postcard,High,3,No,Low,2,1,4,Yes,1103.25
11434,Yes,Points,Postcard,Low,1,No,Low,4,1,3,Yes,1147.75
11435,No,Cash Back,Postcard,Medium,1,No,Medium,1,1,3,Yes,865.0
11436,No,Air Miles,Letter,Medium,1,No,Low,1,0,4,No,985.25
11437,No,Cash Back,Letter,High,2,No,Low,1,1,5,Yes,913.5
11438,No,Points,Letter,High,1,No,Medium,2,0,2,No,1120.25
11439,Yes,Cash Back,Postcard,Low,2,No,Low,1,1,3,Yes,1114.25
11440,No,Air Miles,Letter,Medium,1,No,Low,1,1,3,Yes,1108.5
11441,No,Air Miles,Letter,Low,1,No,High,3,0,3,No,1043.75
11442,No,Cash Back,Postcard,Low,2,No,Medium,2,1,6,Yes,263.75
11443,No,Points,Postcard,Low,1,No,Low,1,1,4,Yes,1335.75
11444,No,Points,Postcard,Low,1,No,High,1,1,4,Yes,1068.5
11445,No,Cash Back,Letter,High,1,No,High,2,1,3,Yes,978.25
11446,Yes,Air Miles,Letter,Medium,1,No,High,2,0,4,No,225.0
11447,No,Points,Postcard,Low,2,No,High,1,1,5,Yes,1125.0
11448,No,Cash Back,Letter,Low,1,No,High,1,1,3,Yes,1019.5
11449,No,Cash Back,Postcard,High,1,No,Low,2,1,4,Yes,812.5
11450,No,Cash Back,Postcard,Medium,1,No,Medium,1,0,5,No,961.5
11451,No,Points,Letter,Low,1,No,Medium,3,0,4,No,1069.25
11452,Yes,Points,Postcard,Low,2,No,High,1,0,2,No,689.75
11453,Yes,Points,Letter,Low,1,Yes,Low,3,1,4,Yes,1129.0
11454,No,Points,Postcard,Medium,1,No,High,2,1,5,Yes,793.5
11455,Yes,Points,Postcard,Low,1,No,Medium,2,1,5,Yes,1066.75
11456,No,Air Miles,Letter,Medium,2,Yes,Medium,1,1,3,Yes,1147.0
11457,No,Cash Back,Postcard,Low,2,No,High,3,1,5,Yes,188.5
11458,No,Cash Back,Letter,Medium,2,No,High,1,2,5,Yes,271.75
11459,No,Air Miles,Letter,Medium,1,No,Medium,3,1,4,Yes,1190.0
11460,No,Cash Back,Letter,Low,1,Yes,Low,1,0,2,No,1060.75
11461,Yes,Air Miles,Letter,Medium,1,No,Medium,1,0,4,No,165.0
11462,No,Cash Back,Letter,Medium,1,No,High,3,1,5,Yes,986.75
11463,No,Air Miles,Postcard,Medium,1,No,High,2,1,3,Yes,1026.5
11464,No,Cash Back,Postcard,Medium,2,No,High,2,0,3,No,930.5
11465,No,Points,Letter,Medium,2,No,Medium,2,2,5,Yes,843.25
11466,No,Points,Letter,Medium,2,No,High,3,0,3,No,987.0
11467,No,Points,Postcard,Low,1,No,Medium,1,0,2,No,1071.75
11468,Yes,Points,Postcard,Medium,1,No,Low,2,1,2,Yes,922.75
11469,No,Points,Letter,High,2,No,High,3,2,4,Yes,1087.25
11470,No,Air Miles,Postcard,Medium,1,No,High,1,2,5,Yes,956.5
11471,No,Air Miles,Letter,Medium,1,No,High,2,2,2,Yes,751.0
11472,No,Air Miles,Letter,Medium,1,No,Low,1,1,4,Yes,917.25
11473,Yes,Points,Postcard,Low,1,Yes,Low,2,0,3,No,778.25
11474,No,Air Miles,Postcard,High,1,No,High,4,0,5,No,1740.5
11475,No,Cash Back,Letter,Medium,1,No,High,1,0,2,No,1279.25
11476,No,Cash Back,Letter,Medium,2,No,Medium,1,1,4,Yes,683.75
11477,No,Air Miles,Postcard,Medium,1,No,Low,2,1,2,Yes,1173.25
11478,No,Points,Letter,Medium,2,No,Medium,2,2,3,Yes,734.5
11479,No,Points,Postcard,High,1,Yes,Low,2,1,3,Yes,1029.75
11480,No,Points,Postcard,Medium,1,No,High,3,2,3,Yes,994.75
11481,No,Air Miles,Letter,Medium,1,No,High,1,1,1,Yes,1179.5
11482,No,Air Miles,Postcard,Medium,2,No,Medium,2,0,4,No,1204.75
11483,No,Air Miles,Letter,Medium,1,No,Medium,1,1,4,Yes,1258.25
11484,No,Points,Letter,Low,1,Yes,Medium,2,2,2,Yes,1010.75
11485,No,Air Miles,Postcard,Medium,2,No,High,2,1,3,Yes,221.5
11486,No,Points,Letter,Low,2,No,High,3,1,5,Yes,792.0
11487,No,Air Miles,Letter,Medium,2,No,Low,1,1,5,Yes,998.25
11488,No,Cash Back,Postcard,Medium,1,No,High,1,1,1,Yes,1079.0
11489,No,Points,Letter,High,1,No,Medium,1,1,5,Yes,975.5
11490,No,Air Miles,Postcard,Medium,2,No,High,2,0,3,No,974.0
11491,No,Air Miles,Postcard,Low,1,No,Medium,1,0,3,No,1169.75
11492,No,Cash Back,Postcard,High,2,No,Medium,2,0,4,No,1054.25
11493,No,Cash Back,Letter,Low,1,No,Medium,2,1,4,Yes,983.25
11494,No,Cash Back,Postcard,Medium,1,No,Medium,2,0,4,No,1160.25
11495,Yes,Points,Letter,Medium,1,No,Low,1,1,4,Yes,1317.0
11496,No,Cash Back,Letter,Low,1,No,High,1,2,5,Yes,1014.0
11497,No,Cash Back,Postcard,Low,1,No,Medium,1,0,1,No,237.5
11498,No,Cash Back,Postcard,Low,1,No,High,2,0,4,No,929.75
11499,No,Air Miles,Letter,Low,1,No,Medium,2,1,4,Yes,257.25
11500,No,Points,Postcard,Low,2,No,Medium,2,1,3,Yes,355.75
11501,No,Air Miles,Letter,High,1,No,High,2,0,4,No,716.5
11502,No,Points,Postcard,High,1,No,High,2,0,2,No,1080.25
11503,No,Air Miles,Letter,Medium,2,No,Low,2,1,3,Yes,900.25
11504,No,Air Miles,Postcard,Medium,2,No,Low,2,2,4,Yes,926.5
11505,No,Points,Postcard,High,1,No,Low,3,1,4,Yes,1788.25
11506,No,Cash Back,Postcard,Low,1,No,Medium,3,0,5,No,1548.25
11507,No,Cash Back,Postcard,Low,1,No,Low,1,0,5,No,781.75
11508,No,Points,Letter,Low,1,No,High,1,2,4,Yes,1065.0
11509,No,Points,Letter,Medium,1,No,Low,1,1,4,Yes,1131.75
11510,No,Cash Back,Letter,Medium,1,No,High,1,0,3,No,1185.25
11511,No,Air Miles,Postcard,Low,2,No,High,1,1,5,Yes,1103.75
11512,No,Cash Back,Letter,Low,2,No,Medium,3,2,4,Yes,765.25
11513,No,Air Miles,Letter,Medium,2,Yes,High,4,0,2,No,1310.75
11514,No,Points,Postcard,High,1,No,High,1,1,4,Yes,147.25
11515,No,Air Miles,Letter,Low,1,Yes,Low,1,2,3,Yes,1389.75
11516,No,Cash Back,Postcard,Medium,1,No,High,1,1,3,Yes,1081.5
11517,No,Air Miles,Postcard,Medium,1,No,High,3,1,5,Yes,131.25
11518,No,Cash Back,Letter,Medium,2,Yes,Medium,1,1,4,Yes,1067.25
11519,No,Points,Letter,Low,2,No,Low,2,1,4,Yes,365.0
11520,No,Points,Letter,Medium,1,Yes,High,1,1,3,Yes,1045.25
11521,No,Air Miles,Postcard,Low,1,No,High,1,0,5,No,1129.25
11522,No,Cash Back,Postcard,Medium,2,Yes,Medium,2,0,2,No,1129.5
11523,No,Air Miles,Letter,High,1,Yes,Low,3,1,4,Yes,1264.75
11524,No,Air Miles,Postcard,High,1,No,Low,1,1,4,Yes,1102.0
11525,No,Air Miles,Postcard,Medium,2,No,High,2,1,2,Yes,1037.25
11526,No,Points,Letter,Medium,2,No,Low,2,1,3,Yes,687.25
11527,No,Cash Back,Postcard,Medium,1,No,High,3,1,4,Yes,230.25
11528,No,Air Miles,Letter,Medium,1,No,Low,2,0,4,No,1219.5
11529,No,Cash Back,Postcard,High,1,No,High,1,1,4,Yes,1010.25
11530,No,Air Miles,Postcard,High,1,No,Medium,1,0,3,No,892.25
11531,No,Cash Back,Postcard,Medium,1,No,High,1,1,6,Yes,1234.25
11532,No,Air Miles,Letter,Low,1,No,Medium,2,0,5,No,950.0
11533,No,Air Miles,Postcard,Medium,2,No,Low,2,1,4,Yes,974.5
11534,No,Air Miles,Postcard,Medium,1,No,High,2,1,5,Yes,284.25
11535,No,Air Miles,Postcard,Medium,1,No,Low,1,1,6,Yes,989.75
11536,No,Points,Letter,High,1,No,High,1,1,3,Yes,1210.0
11537,No,Points,Postcard,High,1,No,Low,1,2,1,Yes,800.75
11538,No,Air Miles,Letter,Medium,1,No,High,2,1,4,Yes,1083.0
11539,Yes,Air Miles,Postcard,Low,1,No,High,2,1,4,Yes,1033.75
11540,No,Cash Back,Postcard,Medium,1,No,Medium,2,1,3,Yes,876.0
11541,No,Points,Letter,High,1,No,Low,1,1,1,Yes,890.75
11542,No,Air Miles,Postcard,Medium,2,No,Medium,1,1,4,Yes,1610.25
11543,No,Points,Postcard,Low,1,No,Medium,2,0,6,No,260.0
11544,No,Cash Back,Postcard,Medium,1,No,Low,2,2,4,Yes,156.25
11545,No,Cash Back,Postcard,Medium,2,No,Medium,4,0,3,No,326.0
11546,No,Air Miles,Letter,Low,1,No,Medium,1,1,5,Yes,1275.0
11547,No,Cash Back,Postcard,Medium,2,No,Medium,3,1,4,Yes,1367.0
11548,No,Air Miles,Letter,Medium,2,Yes,High,2,2,5,Yes,1339.25
11549,No,Cash Back,Postcard,Medium,2,No,High,1,1,3,Yes,1167.0
11550,No,Air Miles,Letter,Medium,1,No,Low,1,1,3,Yes,1353.25
11551,No,Points,Letter,High,1,No,High,1,0,3,No,1040.5
11552,No,Points,Postcard,Medium,1,No,High,1,1,3,Yes,269.25
11553,No,Cash Back,Letter,Medium,1,No,Medium,2,1,4,Yes,986.5
11554,No,Air Miles,Postcard,Medium,2,No,Medium,2,0,4,No,1122.5
11555,No,Points,Letter,Medium,1,No,Low,4,0,4,No,143.0
11556,No,Air Miles,Letter,Medium,2,No,Medium,2,0,4,No,921.25
11557,No,Cash Back,Postcard,Medium,1,No,Low,2,0,3,No,820.25
11558,Yes,Points,Letter,Low,1,No,Low,2,1,5,Yes,1263.25
11559,No,Air Miles,Postcard,Low,1,No,High,3,1,4,Yes,155.75
11560,No,Cash Back,Postcard,Medium,2,No,Low,2,1,5,Yes,1118.5
11561,No,Points,Postcard,Low,1,No,Medium,2,1,4,Yes,1077.25
11562,No,Air Miles,Letter,Medium,1,No,High,3,1,3,Yes,1422.5
11563,No,Points,Letter,High,1,No,Low,2,0,3,No,711.25
11564,No,Points,Letter,Medium,1,No,Medium,1,2,4,Yes,1204.25
11565,No,Air Miles,Postcard,Medium,2,No,High,2,0,3,No,960.25
11566,No,Cash Back,Letter,High,2,No,Low,2,1,5,Yes,1102.0
11567,No,Air Miles,Letter,Low,1,No,High,1,1,5,Yes,261.5
11568,No,Air Miles,Postcard,High,1,No,High,3,0,5,No,1205.5
11569,No,Air Miles,Letter,Medium,1,No,Medium,2,1,3,Yes,972.25
11570,No,Air Miles,Postcard,High,1,No,Medium,2,1,3,Yes,732.25
11571,No,Cash Back,Postcard,Medium,1,No,Medium,2,1,6,Yes,1071.5
11572,No,Points,Letter,High,1,No,High,1,1,2,Yes,1083.0
11573,No,Air Miles,Postcard,High,2,No,Medium,3,1,2,Yes,218.25
11574,No,Cash Back,Postcard,Medium,1,No,High,2,1,2,Yes,1320.5
11575,No,Points,Postcard,Medium,1,Yes,High,3,0,4,No,704.25
11576,No,Points,Letter,High,1,No,Medium,2,1,3,Yes,1448.25
11577,No,Points,Letter,Low,1,No,Medium,1,0,4,No,877.25
11578,No,Cash Back,Postcard,Medium,1,Yes,Low,1,1,3,Yes,736.75
11579,No,Cash Back,Postcard,High,1,No,Medium,1,0,4,No,1084.75
11580,No,Air Miles,Letter,Medium,1,No,High,1,1,3,Yes,967.5
11581,No,Air Miles,Letter,Low,1,No,High,1,0,4,No,1272.5
11582,Yes,Cash Back,Postcard,High,1,No,Medium,2,0,4,No,275.25
11583,No,Air Miles,Postcard,Medium,2,Yes,Medium,2,1,3,Yes,1050.0
11584,No,Points,Postcard,Medium,1,No,High,2,1,4,Yes,1004.0
11585,No,Cash Back,Postcard,Low,1,No,Low,2,0,4,No,1024.25
11586,No,Points,Postcard,Low,1,No,High,2,1,5,Yes,1144.5
11587,No,Air Miles,Postcard,Medium,1,No,Low,2,0,4,No,1319.25
11588,No,Cash Back,Letter,High,1,No,High,3,1,2,Yes,1126.75
11589,No,Air Miles,Postcard,Medium,2,Yes,Low,2,0,4,No,1097.75
11590,No,Cash Back,Postcard,Medium,1,No,High,3,2,3,Yes,888.25
11591,No,Cash Back,Letter,Medium,1,No,Medium,2,0,1,No,1494.0
11592,No,Air Miles,Letter,Low,1,No,High,1,1,4,Yes,643.25
11593,No,Cash Back,Letter,Medium,1,No,High,2,0,3,No,760.75
11594,No,Air Miles,Letter,Medium,1,No,High,1,1,2,Yes,877.25
11595,No,Cash Back,Letter,Medium,1,No,Medium,1,1,3,Yes,846.25
11596,No,Air Miles,Letter,Medium,1,No,Medium,2,2,2,Yes,280.0
11597,No,Air Miles,Letter,High,1,No,Medium,1,1,5,Yes,919.5
11598,No,Points,Letter,Medium,1,No,Low,2,0,3,No,1036.0
11599,No,Cash Back,Postcard,Medium,2,No,High,1,1,4,Yes,1029.25
11600,No,Cash Back,Letter,Medium,1,No,Low,2,2,5,Yes,1219.0
11601,No,Air Miles,Postcard,High,1,No,Low,1,1,5,Yes,1771.5
11602,No,Cash Back,Letter,High,1,No,Medium,1,0,3,No,1400.75
11603,No,Air Miles,Postcard,Low,1,No,High,2,1,5,Yes,1147.5
11604,No,Cash Back,Postcard,Medium,1,No,High,1,1,3,Yes,939.75
11605,No,Air Miles,Letter,Medium,1,No,High,3,1,2,Yes,1060.0
11606,No,Points,Letter,Medium,1,No,Medium,3,1,4,Yes,988.25
11607,No,Points,Postcard,High,1,No,Low,1,1,3,Yes,668.0
11608,Yes,Cash Back,Postcard,Medium,2,No,Low,2,0,4,No,742.0
11609,No,Points,Postcard,Medium,1,No,Medium,3,1,2,Yes,1166.5
11610,No,Points,Letter,Low,1,No,High,3,0,3,No,1202.25
11611,No,Points,Postcard,High,1,No,High,1,0,3,No,1082.0
11612,No,Points,Letter,High,1,No,Low,3,1,5,Yes,900.25
11613,Yes,Cash Back,Letter,Medium,2,No,Low,3,1,3,Yes,1241.5
11614,No,Points,Letter,High,1,No,Medium,1,0,3,No,1192.25
11615,No,Points,Postcard,Medium,1,No,Low,1,1,2,Yes,336.0
11616,No,Points,Letter,High,1,No,High,1,0,3,No,289.25
11617,No,Air Miles,Letter,Medium,1,No,High,4,1,4,Yes,1242.5
11618,No,Cash Back,Letter,Medium,1,Yes,Low,2,1,2,Yes,951.0
11619,No,Cash Back,Letter,Low,1,No,High,1,0,2,No,807.5
11620,No,Points,Letter,Medium,1,Yes,Low,3,0,4,No,684.5
11621,No,Points,Letter,High,1,Yes,High,1,1,6,Yes,1150.0
11622,No,Air Miles,Postcard,Medium,1,No,High,3,1,6,Yes,1211.5
11623,No,Air Miles,Postcard,Low,2,No,Medium,3,0,3,No,991.0
11624,No,Air Miles,Postcard,Medium,1,No,High,2,0,3,No,790.75
11625,No,Cash Back,Postcard,Medium,1,Yes,Medium,3,0,2,No,715.5
11626,No,Points,Letter,Medium,1,No,Low,2,1,4,Yes,284.25
11627,No,Air Miles,Postcard,Medium,2,No,Medium,3,0,3,No,1201.0
11628,No,Cash Back,Letter,High,2,No,Medium,2,0,5,No,1090.0
11629,No,Points,Postcard,Medium,1,No,Low,2,1,5,Yes,1238.0
11630,No,Cash Back,Postcard,High,1,No,Medium,2,0,3,No,216.5
11631,No,Points,Postcard,Medium,1,No,Medium,2,0,2,No,798.0
11632,No,Points,Letter,Medium,1,No,High,2,2,4,Yes,867.25
11633,No,Air Miles,Postcard,Medium,1,No,Medium,2,0,4,No,981.25
11634,No,Air Miles,Postcard,Medium,1,No,High,3,1,4,Yes,1007.75
11635,Yes,Air Miles,Letter,Medium,1,No,Low,3,0,5,No,867.0
11636,No,Cash Back,Postcard,Medium,1,No,High,1,0,4,No,1057.25
11637,No,Points,Postcard,Medium,1,No,Medium,2,1,4,Yes,400.0
11638,No,Cash Back,Postcard,Medium,1,No,Low,1,0,4,No,227.25
11639,No,Cash Back,Postcard,Medium,1,No,Medium,2,1,2,Yes,1044.25
11640,No,Points,Postcard,Low,1,No,High,3,0,3,No,1863.5
11641,No,Cash Back,Letter,Medium,1,No,High,1,1,6,Yes,670.25
11642,No,Points,Letter,High,1,No,Medium,1,0,4,No,1263.5
11643,No,Air Miles,Postcard,High,2,No,Low,3,0,4,No,898.5
11644,No,Cash Back,Letter,High,1,No,Medium,2,0,4,No,1282.75
11645,No,Points,Letter,High,1,No,Low,1,0,4,No,1127.0
11646,No,Air Miles,Letter,Medium,2,No,Low,3,1,6,Yes,1101.25
11647,No,Cash Back,Postcard,High,1,No,Medium,2,1,2,Yes,160.25
11648,No,Air Miles,Postcard,High,1,No,Low,2,1,6,Yes,1098.25
11649,No,Points,Letter,Medium,1,No,High,1,0,4,No,989.25
11650,No,Points,Postcard,Medium,1,No,Low,3,1,3,Yes,960.5
11651,No,Points,Postcard,Low,1,Yes,Low,1,0,2,No,872.5
11652,No,Air Miles,Letter,Medium,1,No,Medium,1,2,2,Yes,249.25
11653,No,Air Miles,Postcard,High,1,No,Low,2,1,3,Yes,1082.75
11654,No,Air Miles,Letter,Medium,1,No,Medium,2,1,3,Yes,1121.25
11655,No,Points,Postcard,Low,1,No,High,1,2,3,Yes,241.25
11656,No,Air Miles,Postcard,Medium,1,Yes,High,3,3,3,Yes,979.0
11657,No,Cash Back,Postcard,Medium,1,No,Medium,3,0,3,No,657.0
11658,No,Points,Letter,Medium,1,No,Low,2,1,4,Yes,236.75
11659,No,Points,Letter,Low,2,No,Low,3,0,2,No,990.75
11660,No,Points,Postcard,High,1,No,High,2,2,4,Yes,1012.75
11661,No,Air Miles,Letter,Medium,1,No,Low,2,1,5,Yes,938.25
11662,No,Air Miles,Letter,Medium,1,No,Medium,4,1,3,Yes,1065.75
11663,No,Cash Back,Postcard,Medium,1,Yes,Low,2,2,4,Yes,1158.75
11664,No,Air Miles,Letter,High,2,Yes,Low,2,1,4,Yes,196.0
11665,No,Cash Back,Postcard,Medium,1,Yes,Medium,1,2,3,Yes,1051.5
11666,No,Cash Back,Postcard,Low,1,No,Medium,2,1,5,Yes,1418.0
11667,No,Cash Back,Letter,Medium,1,No,Low,2,0,6,No,1780.25
11668,No,Cash Back,Postcard,Medium,2,No,Low,3,0,4,No,812.75
11669,No,Air Miles,Postcard,Low,2,No,Low,3,1,3,Yes,900.75
11670,No,Cash Back,Postcard,Low,1,No,Medium,2,2,4,Yes,733.0
11671,No,Air Miles,Letter,Low,1,No,Low,1,1,5,Yes,790.5
11672,No,Cash Back,Letter,Medium,1,No,High,2,1,3,Yes,1420.25
11673,No,Points,Letter,Medium,2,No,Low,1,1,3,Yes,1001.25
11674,No,Cash Back,Letter,High,1,No,Low,3,2,4,Yes,1244.5
11675,No,Points,Postcard,Medium,1,Yes,Low,2,2,4,Yes,964.0
11676,No,Cash Back,Postcard,High,1,No,Low,2,0,4,No,263.0
11677,No,Cash Back,Postcard,High,1,No,High,3,1,5,Yes,195.25
11678,No,Cash Back,Letter,Low,1,No,Low,3,1,4,Yes,1121.5
11679,No,Points,Postcard,Medium,2,No,Low,4,1,4,Yes,305.75
11680,No,Points,Postcard,High,1,Yes,High,1,2,4,Yes,143.75
11681,No,Cash Back,Postcard,Medium,1,No,Medium,3,2,3,Yes,941.25
11682,No,Cash Back,Postcard,Medium,1,No,Medium,1,1,3,Yes,1100.75
11683,No,Air Miles,Postcard,Low,1,No,Medium,2,1,4,Yes,1050.0
11684,No,Cash Back,Postcard,High,1,No,Medium,1,2,4,Yes,1053.5
11685,No,Air Miles,Letter,Medium,1,Yes,High,2,1,5,Yes,1642.75
11686,No,Points,Letter,Low,1,No,High,1,0,3,No,302.5
11687,No,Points,Postcard,Medium,1,No,Low,1,0,3,No,1112.75
11688,No,Cash Back,Postcard,High,1,No,Medium,2,0,3,No,731.75
11689,No,Points,Letter,High,1,No,Low,1,1,4,Yes,911.75
11690,No,Air Miles,Letter,Medium,1,No,Medium,2,0,3,No,1101.5
11691,No,Cash Back,Letter,Medium,1,No,Medium,2,2,3,Yes,966.25
11692,Yes,Air Miles,Postcard,Medium,1,Yes,Medium,1,1,4,Yes,1709.75
11693,No,Air Miles,Letter,Low,1,No,Medium,2,1,3,Yes,1176.25
11694,No,Cash Back,Postcard,Low,1,No,High,2,0,2,No,1231.75
11695,No,Cash Back,Letter,Medium,1,No,Low,3,1,3,Yes,986.25
11696,No,Cash Back,Letter,High,1,No,Low,3,1,1,Yes,786.5
11697,No,Cash Back,Postcard,Medium,1,No,Low,2,1,2,Yes,1305.75
11698,No,Air Miles,Postcard,Medium,1,Yes,Medium,3,1,5,Yes,1055.25
11699,No,Air Miles,Postcard,High,1,No,Medium,1,0,4,No,260.5
11700,No,Points,Postcard,Low,1,No,Low,1,2,4,Yes,1183.0
11701,No,Air Miles,Postcard,Low,2,No,Medium,4,1,4,Yes,877.75
11702,No,Air Miles,Letter,Low,1,No,Low,1,3,2,Yes,1119.75
11703,No,Air Miles,Letter,Medium,1,Yes,Medium,3,1,4,Yes,1100.0
11704,No,Cash Back,Letter,Low,1,No,High,3,1,4,Yes,1054.25
11705,No,Points,Letter,Low,1,No,High,1,1,4,Yes,1343.25
11706,No,Points,Postcard,High,2,No,High,2,1,2,Yes,942.25
11707,No,Air Miles,Postcard,Medium,1,Yes,Medium,1,0,4,No,958.0
11708,No,Points,Postcard,Low,2,No,Low,1,1,3,Yes,971.75
11709,No,Cash Back,Letter,High,1,No,Low,1,1,4,Yes,1121.75
11710,No,Air Miles,Letter,Low,2,No,Medium,3,2,4,Yes,901.0
11711,No,Air Miles,Postcard,Low,1,No,Low,2,1,3,Yes,985.25
11712,No,Air Miles,Postcard,High,1,No,Medium,2,0,3,No,931.0
11713,No,Points,Postcard,Low,1,No,Medium,3,0,1,No,1357.0
11714,No,Air Miles,Letter,Low,1,No,Medium,3,0,3,No,1165.5
11715,No,Air Miles,Letter,High,1,No,Low,2,1,4,Yes,773.0
11716,No,Points,Letter,Medium,1,No,High,2,0,3,No,379.25
11717,No,Points,Letter,Low,2,No,Medium,3,1,5,Yes,1024.75
11718,No,Points,Postcard,High,1,No,Low,1,2,5,Yes,649.75
11719,No,Cash Back,Letter,Low,1,No,High,2,1,4,Yes,1024.0
11720,No,Points,Postcard,Medium,1,No,Low,1,0,2,No,1059.0
11721,No,Points,Letter,Medium,1,No,Low,2,0,4,No,727.0
11722,No,Air Miles,Letter,Low,1,Yes,Medium,2,1,4,Yes,806.25
11723,No,Points,Postcard,Medium,1,No,High,3,0,3,No,1173.25
11724,No,Air Miles,Letter,Medium,2,No,High,3,0,4,No,995.25
11725,No,Points,Postcard,High,2,No,Low,3,1,3,Yes,1124.0
11726,No,Cash Back,Postcard,Low,3,No,Low,2,1,3,Yes,1286.0
11727,No,Cash Back,Postcard,High,2,No,High,1,1,5,Yes,888.25
11728,No,Points,Postcard,Medium,1,No,Low,1,0,5,No,315.5
11729,No,Cash Back,Postcard,High,1,No,High,2,0,2,No,148.75
11730,No,Cash Back,Letter,Medium,2,No,Medium,1,1,4,Yes,1204.25
11731,Yes,Air Miles,Letter,Low,1,No,Medium,2,1,6,Yes,267.75
11732,No,Air Miles,Letter,Medium,1,No,Medium,1,1,4,Yes,1216.25
11733,No,Points,Postcard,High,2,Yes,Low,3,1,3,Yes,227.0
11734,No,Cash Back,Letter,High,1,No,High,2,0,2,No,982.25
11735,No,Air Miles,Letter,High,3,Yes,High,1,1,3,Yes,999.0
11736,No,Cash Back,Postcard,Medium,1,No,High,1,1,5,Yes,927.5
11737,No,Air Miles,Postcard,High,1,Yes,High,2,1,3,Yes,1270.25
11738,No,Cash Back,Letter,High,1,No,High,2,0,3,No,191.75
11739,No,Air Miles,Letter,Low,2,No,Medium,2,1,3,Yes,941.5
11740,No,Air Miles,Postcard,Low,1,No,Low,1,1,1,Yes,1211.75
11741,No,Cash Back,Letter,Medium,1,No,Medium,2,1,5,Yes,1268.75
11742,No,Cash Back,Postcard,Medium,1,No,Low,2,1,2,Yes,1379.0
11743,No,Cash Back,Postcard,Medium,2,No,Low,2,2,3,Yes,1180.25
11744,No,Points,Postcard,High,1,No,Low,2,2,3,Yes,949.0
11745,No,Points,Postcard,High,2,No,Low,2,1,4,Yes,822.25
11746,No,Points,Letter,High,1,No,Medium,2,0,2,No,1058.5
11747,No,Points,Postcard,Low,1,Yes,High,2,0,3,No,1064.75
11748,No,Points,Postcard,Low,1,No,Medium,2,2,3,Yes,964.5
11749,No,Points,Postcard,Medium,2,No,Low,3,1,4,Yes,1069.25
11750,No,Cash Back,Postcard,Medium,1,No,Low,4,2,4,Yes,1272.0
11751,No,Points,Postcard,Medium,1,No,Medium,3,1,4,Yes,855.25
11752,No,Points,Postcard,High,1,No,Medium,2,1,4,Yes,992.0
11753,No,Points,Postcard,Medium,1,No,Low,2,2,3,Yes,806.0
11754,No,Air Miles,Postcard,Medium,1,No,High,3,2,2,Yes,1121.75
11755,No,Air Miles,Postcard,Medium,1,No,Medium,1,2,3,Yes,147.5
11756,Yes,Air Miles,Postcard,Medium,2,No,Medium,1,1,1,Yes,686.25
11757,No,Cash Back,Postcard,Medium,1,No,High,1,1,2,Yes,1115.0
11758,No,Cash Back,Letter,Low,1,No,High,2,0,3,No,1258.25
11759,No,Points,Postcard,Low,1,No,High,2,0,4,No,873.5
11760,No,Air Miles,Postcard,Medium,1,No,Low,2,1,1,Yes,1255.5
11761,No,Cash Back,Postcard,Medium,1,No,High,2,1,2,Yes,1469.25
11762,No,Air Miles,Letter,High,2,No,High,1,1,4,Yes,916.75
